1010.000000,32.380100,16.391700
1100.000000,32.675800,16.861100
1190.000000,32.305500,16.884700
1220.000000,32.023200,16.704700
1310.000000,30.710200,15.961300
1340.000000,30.192100,15.769300
1370.000000,29.701200,15.628200
1520.000000,28.537900,14.858100
1670.000000,28.611000,13.962300
1810.000000,28.001100,13.267000
13500.000000,22.939000,33.735500
15760.000000,26.440600,27.392300
15910.000000,25.447600,26.586300
15960.000000,25.034200,26.263500
16720.000000,26.368300,21.404600
16750.000000,26.614900,21.243900
16790.000000,26.908300,21.012300
16810.000000,27.040300,20.885500
16850.000000,27.278200,20.608400
16880.000000,27.438400,20.389700
16920.000000,27.633200,20.108800
17040.000000,28.000700,19.323700
17070.000000,27.989800,19.097300
17130.000000,27.846100,18.645100
17150.000000,27.770100,18.507800
17200.000000,27.542000,18.219100
17420.000000,27.041100,18.055600
17550.000000,27.445400,17.955700
17780.000000,27.668900,17.593200
17990.000000,27.915900,17.629000
18180.000000,28.080500,17.808000
18490.000000,29.344900,17.603900
20620.000000,10.597200,6.915330
20640.000000,10.457200,7.111440
20680.000000,10.227700,7.569250
20750.000000,9.930130,8.278760
20770.000000,9.848350,8.404240
20790.000000,9.762280,8.488340
20810.000000,9.671650,8.535410
20840.000000,9.531520,8.555490
20900.000000,9.287410,8.500000
20920.000000,9.230190,8.475230
20940.000000,9.186890,8.450630
21040.000000,9.083820,8.298480
21060.000000,9.059990,8.253720
21070.000000,9.044110,8.228650
21180.000000,8.745270,7.892700
21200.000000,8.671720,7.815620
21220.000000,8.596170,7.731670
21230.000000,8.558150,7.686560
21320.000000,8.237240,7.266450
21330.000000,8.207350,7.226360
21350.000000,8.150930,7.152780
21440.000000,8.012550,7.062490
21450.000000,8.015050,7.087040
21470.000000,8.027200,7.147030
21480.000000,8.036850,7.182480
21590.000000,8.251350,7.566980
21620.000000,8.267240,7.544760
21690.000000,8.132870,7.187710
21730.000000,8.004660,6.923020
21850.000000,7.630260,6.700090
21890.000000,7.460340,6.801370
21990.000000,6.930920,7.076930
22010.000000,6.828940,7.122990
22030.000000,6.731550,7.164560
22140.000000,6.214970,7.236720
22160.000000,6.115530,7.209930
22180.000000,6.016280,7.173550
22290.000000,5.591180,6.979350
22310.000000,5.547290,6.960440
22320.000000,5.527970,6.952080
22400.000000,5.461630,6.886490
22430.000000,5.466890,6.835090
22540.000000,5.561770,6.416510
22560.000000,5.588840,6.322700
22590.000000,5.634480,6.204660
24660.000000,5.608500,25.382000
24680.000000,5.609020,25.546500
24720.000000,5.608440,25.860100
24970.000000,5.685390,27.063500
25060.000000,5.756840,27.372600
25880.000000,5.632470,32.061300
26020.000000,5.677200,33.216700
26050.000000,5.707170,33.445500
26090.000000,5.735780,33.749700
26230.000000,5.743010,34.494800
26240.000000,5.743970,34.510900
26410.000000,5.859520,34.643500
26590.000000,6.336620,34.691100
26730.000000,6.119780,34.579900
26960.000000,6.095520,34.429100
27090.000000,6.152250,34.038000
27380.000000,5.872420,33.460000
27400.000000,5.810430,33.554200
27490.000000,5.628530,34.234400
27550.000000,5.655690,34.710300
27750.000000,5.446630,34.914200
28850.000000,7.339550,36.434200
28980.000000,7.723030,36.480700
30640.000000,17.665200,36.235400
30840.000000,18.581200,36.219800
31050.000000,19.749800,36.281500
31180.000000,20.272200,36.294900
31500.000000,22.560800,36.237400
39040.000000,14.131900,6.488350
42510.000000,21.738500,27.871300
42650.000000,20.611000,26.928600
45440.000000,25.783200,22.130600
45550.000000,27.312500,22.138800
50200.000000,27.330300,28.031200
50430.000000,27.753400,27.017800
50570.000000,28.041000,26.397000
50600.000000,28.103500,26.276500
50740.000000,28.135700,26.055600
50770.000000,28.069400,26.045800
50960.000000,27.527100,26.112600
52270.000000,28.169800,23.437200
52330.000000,28.061800,23.175900
52500.000000,29.308900,22.437100
52540.000000,29.403900,22.207100
52560.000000,29.379000,22.083400
52810.000000,28.510500,20.902600
52860.000000,28.629600,20.562300
53050.000000,28.441600,19.048000
53280.000000,28.089600,18.490600
53510.000000,27.132800,18.584000
53570.000000,26.531900,18.814200
54180.000000,25.639800,17.152700
54320.000000,25.693100,16.863600
54620.000000,26.865100,15.841300
55000.000000,26.504600,15.548400
55180.000000,25.957400,15.770900
55590.000000,25.891000,15.634900
55720.000000,26.204300,15.143800
55890.000000,25.345300,14.969700
55930.000000,25.079900,14.971300
55970.000000,24.879000,14.977100
56140.000000,24.420400,15.381200
56170.000000,24.358400,15.477100
57220.000000,23.335100,17.996900
58350.000000,15.076400,12.596700
58400.000000,14.697100,12.126000
58470.000000,14.251600,11.496600
58930.000000,12.331600,8.047380
58980.000000,11.821600,7.678370
59140.000000,9.804780,7.208020
59160.000000,9.567670,7.223970
59180.000000,9.352330,7.251620
59200.000000,9.162120,7.288630
59300.000000,8.596710,7.475080
59330.000000,8.534630,7.461470
59360.000000,8.503100,7.403710
59390.000000,8.498810,7.306110
59450.000000,8.519210,7.103080
59460.000000,8.523050,7.074840
59570.000000,8.521400,6.993570
59590.000000,8.520090,7.014520
59630.000000,8.528090,7.073950
59770.000000,8.661790,7.187680
59800.000000,8.693910,7.198840
59820.000000,8.715040,7.209190
59930.000000,8.890990,7.154300
59960.000000,8.958910,7.093090
59990.000000,9.027590,7.030910
60030.000000,9.113620,6.962130
60050.000000,9.153610,6.932920
60300.000000,9.369290,6.371470
60720.000000,8.843170,6.693500
61280.000000,8.970760,6.304610
61300.000000,8.902630,6.309990
61330.000000,8.801940,6.317490
61360.000000,8.704470,6.325720
61380.000000,8.641950,6.334040
61470.000000,8.361370,6.492880
61510.000000,8.228670,6.678280
61550.000000,8.101890,6.942200
61580.000000,8.021710,7.171120
61600.000000,7.981980,7.325590
61620.000000,7.955530,7.470590
61750.000000,8.148280,7.737940
61780.000000,8.275340,7.599600
61820.000000,8.486200,7.324470
61940.000000,9.040610,6.484470
61960.000000,9.080780,6.385690
62030.000000,9.144260,6.123680
62060.000000,9.154010,6.044790
62100.000000,9.137110,5.968750
62140.000000,9.051880,5.914650
62160.000000,8.973580,5.893310
62310.000000,7.817940,5.821260
62320.000000,7.734610,5.813480
62330.000000,7.656580,5.802910
62360.000000,7.434240,5.768500
62470.000000,6.809540,5.793970
62490.000000,6.717250,5.844190
62520.000000,6.589470,5.937850
62620.000000,6.276910,6.252440
62640.000000,6.232120,6.291800
62750.000000,6.080240,6.589160
62760.000000,6.074810,6.644120
62790.000000,6.072930,6.871470
62950.000000,6.376270,8.361360
62970.000000,6.429120,8.477310
62990.000000,6.471860,8.576750
63000.000000,6.490110,8.622990
63030.000000,6.512450,8.746870
63140.000000,6.397280,9.195780
63170.000000,6.403930,9.325690
63240.000000,6.640880,9.621880
63260.000000,6.771480,9.694840
63380.000000,7.794820,9.947490
63410.000000,8.037320,9.962390
63520.000000,8.820550,9.659080
70230.000000,29.322100,21.357800
70260.000000,29.003400,21.144000
70280.000000,28.773000,21.034000
70330.000000,28.181800,20.849900
70370.000000,27.738300,20.721500
70520.000000,26.637700,19.882000
70660.000000,26.386200,20.087400
70680.000000,26.394400,20.159200
70800.000000,26.531600,20.129100
70820.000000,26.553400,20.080500
70940.000000,26.560300,20.063000
70950.000000,26.550000,20.091100
71070.000000,26.364000,20.666800
71100.000000,26.316500,20.851800
71150.000000,26.254400,21.121800
71240.000000,26.183300,21.457900
71370.000000,26.026400,21.774200
71380.000000,26.000800,21.774600
71550.000000,25.313800,21.653300
71580.000000,25.233300,21.723400
72160.000000,24.693700,23.142900
73120.000000,27.441700,25.518100
73230.000000,26.466300,26.027000
73480.000000,25.244800,26.378700
75620.000000,12.110100,28.190000
75670.000000,11.436200,28.456100
75700.000000,11.046100,28.621000
75800.000000,9.871320,29.082900
75820.000000,9.665320,29.124700
75840.000000,9.471750,29.137900
84860.000000,23.371100,26.574500
85070.000000,23.259400,27.237200
87720.000000,8.804820,36.069400
87760.000000,8.375680,36.112800
87850.000000,7.538200,36.173800
87860.000000,7.459520,36.193000
88050.000000,6.417900,36.371700
88130.000000,6.056800,36.480400
88670.000000,6.337400,35.696200
88840.000000,6.288440,34.150300
88950.000000,6.136850,32.966000
88980.000000,6.058120,32.681400
89020.000000,5.940810,32.367100
89030.000000,5.913400,32.302800
89210.000000,5.795630,31.216900
89220.000000,5.808970,31.140200
91170.000000,6.461140,14.454300
91260.000000,6.411000,12.812000
91300.000000,6.370900,12.053500
92060.000000,9.817930,6.460060
92170.000000,10.398500,6.375000
92280.000000,10.398900,6.163780
92380.000000,10.483900,5.889800
92530.000000,11.170200,5.968260
92650.000000,11.765600,5.928140
93290.000000,10.471400,8.097290
93630.000000,9.176250,7.490070
93710.000000,8.947100,6.900260
93830.000000,8.759680,6.387690
93930.000000,8.614910,6.482210
93950.000000,8.591220,6.528840
93970.000000,8.572410,6.572530
94070.000000,8.596280,6.502550
94090.000000,8.629790,6.409500
94110.000000,8.672220,6.297870
94330.000000,9.050920,5.565630
104690.000000,30.555500,23.411400
104740.000000,31.020100,22.121500
108910.000000,17.794700,6.575450
109000.000000,16.528000,6.574570
109030.000000,16.047500,6.556000
109060.000000,15.550800,6.530080
109090.000000,15.044400,6.493120
109120.000000,14.538700,6.445900
109250.000000,12.506500,6.231920
109260.000000,12.362500,6.224230
109810.000000,8.259870,5.691190
109930.000000,8.925250,5.839850
109940.000000,8.982960,5.877130
109970.000000,9.130880,6.015610
110060.000000,9.345370,6.446890
110100.000000,9.330750,6.601080
110260.000000,9.045610,7.326460
110290.000000,8.999890,7.423780
110330.000000,8.939490,7.529650
110440.000000,8.673530,7.918580
110460.000000,8.616170,8.035660
110490.000000,8.546280,8.234500
110550.000000,8.506100,8.666330
110570.000000,8.529300,8.811690
110600.000000,8.593880,9.025750
110770.000000,9.420010,9.955240
110790.000000,9.534930,10.039800
112610.000000,6.108240,24.003800
112660.000000,5.898520,24.369100
112700.000000,5.783810,24.706200
113010.000000,6.648600,29.161300
113090.000000,7.260550,30.075600
113180.000000,8.001910,30.939900
117230.000000,22.741000,36.156000
117480.000000,24.975300,36.249200
117730.000000,26.141500,35.893600
120720.000000,27.307200,34.922100
121090.000000,27.383900,35.119600
121120.000000,27.372500,35.154800
121290.000000,27.188600,35.235900
121430.000000,26.983500,35.071100
121530.000000,26.776000,34.688500
121790.000000,27.130700,34.753900
121880.000000,27.420900,35.071700
121980.000000,27.526900,35.246400
122010.000000,27.534100,35.267200
122240.000000,27.510500,35.485900
122280.000000,27.504700,35.500300
122540.000000,27.164500,34.961700
140320.000000,19.432300,6.238510
144220.000000,11.724500,6.361140
144250.000000,11.596900,6.325190
144280.000000,11.480500,6.275780
144390.000000,11.150200,6.126440
144480.000000,10.917400,6.113680
144490.000000,10.889600,6.115930
144520.000000,10.804900,6.128140
144540.000000,10.747700,6.146570
144570.000000,10.663000,6.196820
144690.000000,10.366400,6.586070
144720.000000,10.317800,6.690950
144750.000000,10.291100,6.782990
144810.000000,10.278900,6.904820
144830.000000,10.275500,6.922520
144900.000000,10.196300,6.942190
144930.000000,10.119100,6.966540
145010.000000,9.844510,7.107850
145020.000000,9.806420,7.127090
145040.000000,9.726360,7.159860
145060.000000,9.641020,7.184840
145080.000000,9.549090,7.201800
145200.000000,8.901710,7.272560
145210.000000,8.852700,7.291800
145230.000000,8.760250,7.336730
145260.000000,8.642300,7.424460
145350.000000,8.444220,7.696430
145360.000000,8.431740,7.715800
145460.000000,8.420440,7.722620
145470.000000,8.430380,7.714430
145490.000000,8.452600,7.699040
145590.000000,8.617600,7.699670
145610.000000,8.668160,7.718440
145630.000000,8.728980,7.741430
145730.000000,9.145520,7.859650
