1-2-56_6-27-2023,0.1,2.7046,0.013203,-0.075812
1-13-27_6-27-2023,0.1,10.7368,0.013203,-0.075812
1-23-57_6-27-2023,0.1,18.7690,0.013203,-0.075812
1-34-30_6-27-2023,0.1,26.8012,0.013203,-0.075812
1-44-60_6-27-2023,0.1,34.8334,0.013203,-0.075812
1-55-32_6-27-2023,0.1,42.8655,0.013203,-0.075812
2-6-2_6-27-2023,0.1,49.9201,0.013203,-0.075812
2-16-32_6-27-2023,0.1,58.9299,0.013203,-0.075812
2-27-1_6-27-2023,0.1,66.9621,0.013203,-0.075812
2-37-34_6-27-2023,64.0261,2.7046,0.328708,1.458469
2-48-7_6-27-2023,64.0261,10.7368,0.300671,1.354902
2-58-43_6-27-2023,64.0261,18.7690,0.195071,1.001494
3-9-18_6-27-2023,64.0261,26.8012,0.325756,1.406327
3-19-54_6-27-2023,64.0261,34.8334,0.301973,1.340759
3-30-34_6-27-2023,64.0261,42.8655,0.288781,1.251288
3-41-14_6-27-2023,64.0261,49.9201,0.278171,1.227665
3-51-51_6-27-2023,64.0261,58.9299,0.276671,1.228586
4-2-27_6-27-2023,64.0261,66.9621,0.281717,1.335662
4-13-2_6-27-2023,167.6863,2.7046,0.316899,1.435032
4-23-33_6-27-2023,167.6863,10.7368,0.33881,1.509808
4-34-3_6-27-2023,167.6863,18.7690,0.228179,0.981054
4-44-34_6-27-2023,167.6863,26.8012,0.294561,1.345941
4-55-7_6-27-2023,167.6863,34.8334,0.34472,1.343745
5-5-38_6-27-2023,167.6863,42.8655,0.318963,1.415946
5-16-11_6-27-2023,167.6863,49.9201,0.316786,1.453705
5-26-46_6-27-2023,167.6863,58.9299,0.327861,1.495566
5-37-32_6-27-2023,167.6863,66.9621,0.320621,1.477559
5-48-22_6-27-2023,271.3463,2.7046,0.164955,1.111439
5-58-53_6-27-2023,271.3463,10.7368,0.105343,0.234103
6-9-23_6-27-2023,271.3463,18.7690,0.066623,0.324425
6-19-53_6-27-2023,271.3463,26.8012,0.096771,0.000757
6-30-24_6-27-2023,271.3463,34.8334,0.116651,0.612719
6-40-59_6-27-2023,271.3463,42.8655,0.050336,-0.058457
6-51-30_6-27-2023,271.3463,49.9201,0.013407,-0.364522
7-2-2_6-27-2023,271.3463,58.9299,0.217092,0.656393
7-12-35_6-27-2023,271.3463,66.9621,0.157209,0.403365
7-23-6_6-27-2023,375.0064,2.7046,0.037388,-0.083756
7-33-37_6-27-2023,375.0064,10.7368,0.027397,-0.523938
7-44-5_6-27-2023,375.0064,18.7690,0.084994,0.678076
7-54-38_6-27-2023,375.0064,26.8012,0.038063,-0.280058
8-5-10_6-27-2023,375.0064,34.8334,0.078822,0.359674
8-15-40_6-27-2023,375.0064,42.8655,0.057942,0.034444
8-26-15_6-27-2023,375.0064,49.9201,0.047885,-0.350511
8-36-49_6-27-2023,375.0064,58.9299,0.056496,0.263269
8-47-20_6-27-2023,375.0064,66.9621,0.010054,-0.454805
8-57-54_6-27-2023,478.6665,2.7046,0.018939,-0.682855
9-8-27_6-27-2023,478.6665,10.7368,0.096732,0.500825
9-19-1_6-27-2023,478.6665,18.7690,0.045693,-0.249184
9-29-31_6-27-2023,478.6665,26.8012,0.024653,-0.086704
9-40-1_6-27-2023,478.6665,34.8334,0.032511,0.117389
9-50-28_6-27-2023,478.6665,42.8655,0.040867,-0.212783
10-1-34_6-27-2023,478.6665,49.9201,0.088562,0.286001
10-12-4_6-27-2023,478.6665,58.9299,0.036399,-0.085887
10-23-33_6-27-2023,478.6665,66.9621,0.054279,-0.198555
10-34-1_6-27-2023,582.3266,2.7046,0.018713,-0.675158
10-44-55_6-27-2023,582.3266,10.7368,0.021674,-0.34251
10-55-30_6-27-2023,582.3266,18.7690,0.03139,-0.264282
11-6-10_6-27-2023,582.3266,26.8012,0.03249,-0.322747
11-16-42_6-27-2023,582.3266,34.8334,0.053678,0.39314
11-27-12_6-27-2023,582.3266,42.8655,0.058856,0.215832
11-37-43_6-27-2023,582.3266,49.9201,0.00761,-0.226592
11-48-17_6-27-2023,582.3266,58.9299,0.152507,0.612336
11-59-26_6-27-2023,582.3266,66.9621,0.024193,-0.172987
0-9-60_6-27-2023,685.9867,2.7046,0.072181,0.52465
0-20-31_6-27-2023,685.9867,10.7368,0.037921,0.073638
0-31-0_6-27-2023,685.9867,18.7690,0.061944,-0.012154
0-41-34_6-27-2023,685.9867,26.8012,0.032995,-0.086523
0-52-3_6-27-2023,685.9867,34.8334,0.070688,0.417909
12-0-0_1-1-2000,685.9867,42.8655,0.06416,-0.002746
12-0-0_1-1-2000,685.9867,49.9201,0.048171,-0.243854
12-0-0_1-1-2000,685.9867,58.9299,0.040096,-0.67017
12-0-0_1-1-2000,685.9867,66.9621,0.108634,0.350466
12-0-0_1-1-2000,789.6468,2.7046,0.09043,0.892132
12-0-0_1-1-2000,789.6468,10.7368,0.060729,-0.05336
12-0-0_1-1-2000,789.6468,18.769,0.057391,-0.092401
12-0-0_1-1-2000,789.6468,26.8012,0.012412,-0.386027
12-0-0_1-1-2000,789.6468,34.8334,0.009948,-0.096277
12-0-0_1-1-2000,789.6468,42.8655,0.06213,-0.420128
12-0-0_1-1-2000,789.6468,49.9201,0.038414,0.024536
12-0-0_1-1-2000,789.6468,58.9299,0.042863,-0.206365
12-0-0_1-1-2000,789.6468,66.9621,0.054096,0.310867
